city,station_id,contract_date,event_slug,market_slug,bucket_label,model_yes_probability,model_no_probability,provider_spread_high_f,confidence_gate_passed,is_open_tail,is_point_bucket,is_recommended_bucket,no_win,fees_enabled,fee_rate,fee_exponent,entry_timestamp,no_reference_price,price_age_seconds,no_fill_price,fee_per_share,no_entry_cost,no_edge,no_available,no_net_return,fold,selected_parameters,risk_usdc,fixed_4_pnl_usdc,sized_pnl_usdc
Tokyo,RJTT,2026-06-21,highest-temperature-in-tokyo-on-june-21-2026,highest-temperature-in-tokyo-on-june-21-2026-28c,28°C,0.024269753425959533,0.9757302465740405,9.634249966464736,False,False,False,False,True,True,0.05,1.0,1782008100,0.655,57.0,0.665,0.011138750000000001,0.67613875,0.2995914965740405,True,0.4789863766867377,2026-06,"{""bucket_scope"":""all"",""exclude_open_tail"":false,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.2,""min_no_edge"":0.2,""require_confidence_gate"":false}",6.0,1.9159455067469509,2.8739182601204263
Tokyo,RJTT,2026-06-23,highest-temperature-in-tokyo-on-june-23-2026,highest-temperature-in-tokyo-on-june-23-2026-25c,25°C,0.0280226111301119,0.971977388869888,4.723288714863344,False,False,False,False,True,True,0.05,1.0,1782180900,0.65,56.0,0.66,0.01122,0.67122,0.300757388869888,True,0.4898244986740561,2026-06,"{""bucket_scope"":""all"",""exclude_open_tail"":false,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.2,""min_no_edge"":0.2,""require_confidence_gate"":false}",6.0,1.9592979946962243,2.9389469920443365
Tokyo,RJTT,2026-06-29,highest-temperature-in-tokyo-on-june-29-2026,highest-temperature-in-tokyo-on-june-29-2026-26c,26°C,0.017081088290437318,0.9829189117095627,9.086577637499914,False,False,False,False,True,True,0.05,1.0,1782699300,0.61,45.0,0.62,0.01178,0.63178,0.3511389117095627,True,0.5828294659533382,2026-06,"{""bucket_scope"":""all"",""exclude_open_tail"":false,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.2,""min_no_edge"":0.2,""require_confidence_gate"":false}",6.0,2.3313178638133527,3.496976795720029
Tokyo,RJTT,2026-07-01,highest-temperature-in-tokyo-on-july-1-2026,highest-temperature-in-tokyo-on-july-1-2026-26c,26°C,0.016579153601058768,0.9834208463989412,6.077551393828344,False,False,False,False,True,True,0.05,1.0,1782872100,0.82,55.0,0.83,0.007055000000000002,0.837055,0.14636584639894124,True,0.1946646277723687,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,0.7786585110894748,0.7786585110894748
Tokyo,RJTT,2026-07-03,highest-temperature-in-tokyo-on-july-3-2026,highest-temperature-in-tokyo-on-july-3-2026-27c,27°C,0.017229509630740325,0.9827704903692597,2.1475531617187613,True,False,False,False,True,True,0.05,1.0,1783044900,0.8485,57.0,0.8585,0.006073887499999999,0.8645738875000001,0.11819660286925959,True,0.15663914265511503,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,0.6265565706204601,0.6265565706204601
Tokyo,RJTT,2026-07-06,highest-temperature-in-tokyo-on-july-6-2026,highest-temperature-in-tokyo-on-july-6-2026-27c,27°C,0.005726115545973792,0.9942738844540262,1.7594610131250334,True,False,False,False,True,True,0.05,1.0,1783304100,0.8705,56.0,0.8805000000000001,0.005260987499999998,0.8857609875000001,0.1085128969540261,True,0.12897272979072127,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,0.5158909191628851,0.5158909191628851
Tokyo,RJTT,2026-07-07,highest-temperature-in-tokyo-on-july-7-2026,highest-temperature-in-tokyo-on-july-7-2026-27c,27°C,0.014229821764710873,0.9857701782352891,7.836379199999996,False,False,False,False,True,True,0.05,1.0,1783390500,0.9,56.0,0.91,0.004094999999999999,0.914095,0.07167517823528913,True,0.09397819701453347,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,0.3759127880581339,0.3759127880581339
Tokyo,RJTT,2026-07-08,highest-temperature-in-tokyo-on-july-8-2026,highest-temperature-in-tokyo-on-july-8-2026-30c,30°C,0.010715181378921872,0.9892848186210781,6.025211817187596,False,False,False,False,True,True,0.05,1.0,1783476900,0.8795,56.0,0.8895,0.004914487500000002,0.8944144875,0.09487033112107812,True,0.11804986835032683,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,0.4721994734013073,0.4721994734013073
Tokyo,RJTT,2026-07-13,highest-temperature-in-tokyo-on-july-13-2026,highest-temperature-in-tokyo-on-july-13-2026-31c,31°C,0.004502798398901533,0.9954972016010984,5.970643082929627,False,False,False,False,True,True,0.05,1.0,1783908900,0.815,57.0,0.825,0.007218750000000002,0.83221875,0.16327845160109844,True,0.20160714956253978,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",6.0,0.8064285982501591,1.2096428973752387
Tokyo,RJTT,2026-07-15,highest-temperature-in-tokyo-on-july-15-2026,highest-temperature-in-tokyo-on-july-15-2026-35c,35°C,0.00687446566390299,0.993125534336097,8.862901247460997,True,False,False,False,True,True,0.05,1.0,1784081700,0.886,42.0,0.896,0.0046592,0.9006592,0.09246633433609697,True,0.11029787959752158,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,0.4411915183900863,0.4411915183900863
Tokyo,RJTT,2026-07-21,highest-temperature-in-tokyo-on-july-21-2026,highest-temperature-in-tokyo-on-july-21-2026-36c,36°C,0.00416198972187507,0.9958380102781249,9.149974020879,False,False,False,False,True,True,0.05,1.0,1784600100,0.66,56.0,0.67,0.011055,0.6810550000000001,0.31478301027812483,True,0.46831019521184025,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",6.0,1.873240780847361,2.8098611712710415
Tokyo,RJTT,2026-07-22,highest-temperature-in-tokyo-on-july-22-2026,highest-temperature-in-tokyo-on-july-22-2026-37c,37°C,0.004061011829716131,0.9959389881702839,9.421043692324346,True,False,False,False,True,True,0.05,1.0,1784686500,0.895,55.0,0.905,0.00429875,0.90929875,0.08664023817028388,True,0.09974856998318749,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,0.39899427993274994,0.39899427993274994
Tokyo,RJTT,2026-07-23,highest-temperature-in-tokyo-on-july-23-2026,highest-temperature-in-tokyo-on-july-23-2026-34c,34°C,0.006356560013625835,0.9936434399863742,6.556267230995999,True,False,False,False,True,True,0.05,1.0,1784772900,0.9,53.0,0.91,0.004094999999999999,0.914095,0.07954843998637418,True,0.09397819701453347,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,0.3759127880581339,0.3759127880581339
Tokyo,RJTT,2026-07-24,highest-temperature-in-tokyo-on-july-24-2026,highest-temperature-in-tokyo-on-july-24-2026-34c,34°C,0.02030826033805633,0.9796917396619437,6.437468509804759,True,False,False,False,False,True,0.05,1.0,1784859300,0.9,53.0,0.91,0.004094999999999999,0.914095,0.06559673966194368,True,-1.0,2026-07,"{""bucket_scope"":""all"",""exclude_open_tail"":true,""max_no_price"":0.95,""max_provider_spread_f"":100.0,""max_yes_probability"":0.05,""min_no_edge"":0.05,""require_confidence_gate"":false}",4.0,-4.0,-4.0
